Date,Low,High,Adj Close,Volume
2020-03-11,1196.069946,1260.959961,1215.410034,2608500
2020-03-12,1113.300049,1193.869995,1114.910034,4226700
2020-03-13,1117.142944,1219.76001,1219.72998,3700100
2020-03-16,1074.439941,1152.266968,1084.329956,4252400
2020-03-17,1056.01001,1130.859985,1119.800049,3861500
2020-03-18,1037.280029,1106.5,1096.800049,4233400
2020-03-19,1060.108032,1157.969971,1115.290039,3651100
2020-03-20,1065.48999,1143.98999,1072.319946,3601800
2020-03-23,1013.5360109999999,1071.319946,1056.619995,4044100
2020-03-24,1090.619995,1135.0,1134.459961,3344500
2020-03-25,1086.01001,1148.900024,1102.48999,4081500
2020-03-26,1093.530029,1169.969971,1161.75,3571700
2020-03-27,1105.910034,1150.670044,1110.709961,3208500
2020-03-30,1096.47998,1151.630005,1146.819946,2574100
2020-03-31,1138.140015,1175.310059,1162.810059,2486400
2020-04-01,1097.449951,1129.689941,1105.619995,2344200
2020-04-02,1096.400024,1126.859985,1120.839966,1964900
2020-04-03,1079.810059,1123.540039,1097.880005,2313400
2020-04-06,1130.939941,1194.660034,1186.920044,2664700
2020-04-07,1182.22998,1225.0,1186.51001,2387300
2020-04-08,1188.160034,1219.069946,1210.280029,1975100
2020-04-09,1196.734985,1225.569946,1211.449951,2175400
2020-04-13,1187.5980220000001,1220.51001,1217.560059,1739800
2020-04-14,1236.930054,1282.069946,1269.22998,2470400
2020-04-15,1240.400024,1280.459961,1262.469971,1671700
2020-04-16,1242.619995,1279.0,1263.469971,2518100
2020-04-17,1271.22998,1294.430054,1283.25,1949000
2020-04-20,1261.369995,1281.599976,1266.609985,1695500
2020-04-21,1209.709961,1254.27002,1216.339966,2153000
2020-04-22,1242.0,1285.6130369999996,1263.209961,2093100
2020-04-23,1265.670044,1293.310059,1276.310059,1566200
2020-04-24,1249.449951,1280.400024,1279.310059,1640400
2020-04-27,1269.0,1296.150024,1275.880005,1600600
2020-04-28,1232.199951,1288.050049,1233.670044,2951300
2020-04-29,1325.339966,1359.98999,1341.47998,3793600
2020-04-30,1322.48999,1352.819946,1348.660034,2668900
2020-05-01,1311.0,1352.069946,1320.609985,2072500
2020-05-04,1299.0,1327.660034,1326.800049,1504000
2020-05-05,1337.459961,1373.939941,1351.109985,1651500
2020-05-06,1347.290039,1371.119995,1347.300049,1215400
2020-05-07,1355.27002,1377.599976,1372.560059,1397600
2020-05-08,1375.47998,1398.76001,1388.369995,1388100
2020-05-11,1377.1519779999999,1416.530029,1403.26001,1412100
2020-05-12,1374.77002,1415.0,1375.73999,1390600
2020-05-13,1328.400024,1385.482056,1349.329956,1810600
2020-05-14,1323.910034,1357.420044,1356.130005,1603100
2020-05-15,1339.0,1374.47998,1373.189941,1707700
2020-05-18,1354.25,1392.324951,1383.939941,1824000
2020-05-19,1373.484985,1392.0,1373.484985,1280600
2020-05-20,1387.25,1410.420044,1406.719971,1655400
2020-05-21,1393.449951,1415.48999,1402.800049,1385000
2020-05-22,1391.829956,1412.76001,1410.420044,1309400
2020-05-26,1412.130005,1441.0,1417.02002,2060600
2020-05-27,1391.290039,1421.73999,1417.839966,1685800
2020-05-28,1396.0,1440.839966,1416.72998,1692200
2020-05-29,1413.349976,1432.569946,1428.920044,1838100
2020-06-01,1418.0,1437.959961,1431.819946,1217100
2020-06-02,1418.829956,1439.609985,1439.219971,1278100
2020-06-03,1429.7769779999999,1446.552002,1436.380005,1256200
2020-06-04,1404.72998,1438.959961,1412.180054,1484300
2020-06-05,1406.0,1445.050049,1438.390015,1734900
2020-06-08,1422.339966,1447.98999,1446.609985,1404200
2020-06-09,1443.209961,1468.0,1456.160034,1409200
2020-06-10,1456.27002,1474.259033,1465.849976,1525200
2020-06-11,1402.0,1454.474976,1403.839966,1991300
2020-06-12,1386.02002,1437.0,1413.180054,1944200
2020-06-15,1387.920044,1424.800049,1419.849976,1503900
2020-06-16,1425.900024,1455.02002,1442.719971,1709200
2020-06-17,1431.380005,1460.0,1451.119995,1548300
2020-06-18,1427.01001,1451.410034,1435.959961,1581900
2020-06-19,1421.349976,1447.800049,1431.719971,3157900
2020-06-22,1423.209961,1452.75,1451.859985,1542400
2020-06-23,1445.23999,1475.94104,1464.410034,1429800
2020-06-24,1429.75,1475.420044,1431.969971,1756000
2020-06-25,1420.0,1442.900024,1441.329956,1230500
2020-06-26,1351.98999,1433.449951,1359.900024,4267700
2020-06-29,1347.01001,1395.599976,1394.969971,1810200
2020-06-30,1383.959961,1418.650024,1413.609985,2042400
